1	qid:1296909	求推荐日本踏春赏樱之旅行程安排！5-7天。	算了吧，到时候哪哪都是中国人，还特别贵。	0	41
1	qid:1298843	去日本玩签证是很麻烦吗	不麻烦，旅行团就给办好了，提供好资料就ok	0	6
1	qid:1298843	去日本玩签证是很麻烦吗	并不是很麻烦啊，只要提供相关的证明就可以了，我就是途牛办的，10天出签	0	6
1	qid:1296810	如果说自由行去日本的话，我只会简单的日语对话可以吗？	去日本自由行完全可以的，日本很多字是汉子，只是念法不同，不会日语也没关系，日本很多中文服务，而且途牛也有租翻译机，很好用	1	6
1	qid:1296810	如果说自由行去日本的话，我只会简单的日语对话可以吗？	会简单的日语交流就行，加上手式加上文字基本可以自由行。	0	6
1	qid:1296810	如果说自由行去日本的话，我只会简单的日语对话可以吗？	可以的，一般的文字都是用中文写的，基本能猜得出来，比如商场，便利店。其实，出门在外，最实用的是手语，连比带划，加上日语，英语，中文，一般都能理解，哈哈，我们就是这样周游列国的，哈哈，行者无疆	0	6
1	qid:1296810	如果说自由行去日本的话，我只会简单的日语对话可以吗？	简单的几句日语，加上写字（日语中有3000多个汉字），日本自由行没问题。	0	6
1	qid:1298426	日本一年可以签证无数次吗？还是有限制？	当然是有限的呀，无数次那不是绿卡了呀	0	7
1	qid:1298426	日本一年可以签证无数次吗？还是有限制？	不是的，3月单次在出行后3个月以上申请才会过，稳妥点半年，而日本也没有一年多次，只有3年多次和5年多次	0	6
1	qid:1298426	日本一年可以签证无数次吗？还是有限制？	可以很多次，没限制的	0	6
1	qid:1298426	日本一年可以签证无数次吗？还是有限制？	一年签证是不限制次数的，一年之内随意来日本就可以啦。	0	6
1	qid:1298426	日本一年可以签证无数次吗？还是有限制？	日本签证分单次、三年多次、五年多次。单次有效期三个月。三年多次，三年有效，一次最多可停留30天，累计一年最多停留180天。五年多次，五年有效，一次最多停留90天，年累计180天。	0	6
1	qid:1299414	想问下日本的酒店都有烧水壶吗？	我们去日本时房间里都有烧水壶。	0	7
1	qid:1297926	日本iqos机子一人能带几个回国	带不了。现在限购只卖给日本长期居住的人，而且还要预约	0	6
1	qid:1296752	我想去日本，日本有哪些好的地方可以推荐一下吗？谢谢大家	日本的北海道是非题值得去旅游的地方。	0	7
1	qid:1296995	第一次去日本，大概10天左右的时间，是去关西呢？还是去关东呢？夫妻两带个娃娃，话说带个6岁娃娃去日本累吗？麻烦去过的朋友帮忙给个指引，谢谢谢谢	我去过东京，自由行，在东京呆了四天，周边我玩了富士山河口湖，河口湖沿湖很多可爱的小博物馆可以去参观，还有东京附近的哆啦A梦博物馆，宫崎骏的吉卜力美术馆，等，这些都很合适带孩子去，但是需要做好规划，列车路线还有门票什么都要查好，门票其实可以在淘宝上有预定，但是时间会详细到某日某时。坐轻轨列车常规的是“西瓜卡”，可以坐大部分的线路了。轻轨线路非常复杂，人也很多，但是都很有秩序。六岁的孩子，如果经常带出门玩的话，其实也挺懂事了，累不累的，还是看自己娃是什么情况吧。	1	43
1	qid:1296995	第一次去日本，大概10天左右的时间，是去关西呢？还是去关东呢？夫妻两带个娃娃，话说带个6岁娃娃去日本累吗？麻烦去过的朋友帮忙给个指引，谢谢谢谢	而且东京地铁和路上人多，孩子万一离开父母，他语言不通，找警察都找不到	0	78
1	qid:1296995	第一次去日本，大概10天左右的时间，是去关西呢？还是去关东呢？夫妻两带个娃娃，话说带个6岁娃娃去日本累吗？麻烦去过的朋友帮忙给个指引，谢谢谢谢	日本房价挺高的，太便宜的购物团，住的酒店条件都不算好，面积也很小。你们带小孩的话，建议选高品质的团，免得孩子在路上休息不好，哭闹	0	76
1	qid:1296995	第一次去日本，大概10天左右的时间，是去关西呢？还是去关东呢？夫妻两带个娃娃，话说带个6岁娃娃去日本累吗？麻烦去过的朋友帮忙给个指引，谢谢谢谢	建议你们报购物点少的跟团，日本的交通费挺贵的，而且语言不通，日本人普遍英语也不太流利。你们第一次去日本的话，自由行会很累，孩子还容易走丢	0	68
1	qid:1296995	第一次去日本，大概10天左右的时间，是去关西呢？还是去关东呢？夫妻两带个娃娃，话说带个6岁娃娃去日本累吗？麻烦去过的朋友帮忙给个指引，谢谢谢谢	选高品质一点的、酒店好一点、餐饮好一点的团就可以了。日本的导游、司机服务一般都还不错的	0	62
1	qid:1296995	第一次去日本，大概10天左右的时间，是去关西呢？还是去关东呢？夫妻两带个娃娃，话说带个6岁娃娃去日本累吗？麻烦去过的朋友帮忙给个指引，谢谢谢谢	你可以先买一张西瓜卡，全日本通用，下载一个Googlemap，到日本再打开，输入你要去的地方，所有电车线路都有	0	59
1	qid:1296995	第一次去日本，大概10天左右的时间，是去关西呢？还是去关东呢？夫妻两带个娃娃，话说带个6岁娃娃去日本累吗？麻烦去过的朋友帮忙给个指引，谢谢谢谢	10天的话关东和关西都可以去了，时间充裕，带娃的话，可以把行程放慢一点，比如说在大阪，常规行程2，3天，你可以放到4点，东京常规行程2天，你可以放到3天。娃也得到了充分的休息，这样就不会累了。日本的铁路很方便，所以第一次去的话不用太担心的	0	55
1	qid:1296995	第一次去日本，大概10天左右的时间，是去关西呢？还是去关东呢？夫妻两带个娃娃，话说带个6岁娃娃去日本累吗？麻烦去过的朋友帮忙给个指引，谢谢谢谢	可以去大阪奈良看看，奈良可以看小鹿，小孩子应该挺喜欢的。大阪吃喝玩乐购一站式搞定。而且可以试穿一下和服，体验一下日式文化，一家人穿着一定很可爱啊！虽然我还未婚，更别说有娃了，带孩子当然会麻烦一点，但是一家人可以一起留下美好的记忆也非常不错呢！	0	50
1	qid:1296995	第一次去日本，大概10天左右的时间，是去关西呢？还是去关东呢？夫妻两带个娃娃，话说带个6岁娃娃去日本累吗？麻烦去过的朋友帮忙给个指引，谢谢谢谢	去关东吧，东京迪士尼小朋友都喜欢的，而且有两座迪士尼，慢慢玩不会太累的。	0	41
1	qid:1296995	第一次去日本，大概10天左右的时间，是去关西呢？还是去关东呢？夫妻两带个娃娃，话说带个6岁娃娃去日本累吗？麻烦去过的朋友帮忙给个指引，谢谢谢谢	可以通过皇包车包个车，华人司导。我每次去日本都这样，每天一千人民币左右的样子。	0	38
1	qid:1299451	去日本必买的是什么？（食品在内），谢谢大家	我现在就在日本，药妆里可以买很多东西，洗面乳，面膜，退烧贴，燕麦，大麦若叶等等，专柜的话，奥尔滨，哈巴，资生堂等，我在札幌，如果你想买电子烟也是有货的，东京和大阪就很多断货。	0	6
1	qid:1298713	请问去日本购物去那些地方比较好？求攻略	日本购物的地方主要是大阪，东京和札幌，相比起来，去大阪和东京的游客比较多，药店的话，松本清是最有名的，价格适中，东西比较齐全；唐吉坷德比较杂，很多东西也不是最新的，但是价格挺好。要买便宜的话，可以去一些小型的药店。买奢侈品的话，大丸的品牌是比较多的。记得下载优惠券，你可以关注“东京攻略”	0	6
1	qid:1296803	我想问大家一下就是日本的屋久岛，好玩嘛，有什么意思呢。	喜欢丛林的人会觉得很好玩，屋久岛是鹿儿岛南部的离岛，很原生态，山林里崎岖不堪，不过景色很美，宫崎骏的幽灵公主的灵感就是来自苔藓森林的，只是去那里的交通不方便	1	6
1	qid:1296803	我想问大家一下就是日本的屋久岛，好玩嘛，有什么意思呢。	好冷门的地方，都没听过	0	6
1	qid:1298863	去日本，在韩国转机不出机场需要办理过境签吗。	要看你是不是同一个机场转，比如你在仁川机场进，仁川机场出，这个是不要过境签的，如果你是首尔机场进，金海机场出，这样就要了。	0	6
1	qid:1298863	去日本，在韩国转机不出机场需要办理过境签吗。	不出机场，就不需要办理过境签。但有的小机场，夜晚关闭，需要清场。晚上到的航班，转第二天航班，需要入境。	0	6
1	qid:1296677	日本酒店提供洗发液牙刷拖鞋吗？	我去的北海道的酒店一般都提供，设施齐全	0	7
1	qid:1296677	日本酒店提供洗发液牙刷拖鞋吗？	去的京都，大阪，渡月亭都有提供，都是pola系列的产品。当然你还是打电话咨询下稳妥	0	7
1	qid:1296677	日本酒店提供洗发液牙刷拖鞋吗？	一般情况下是提供洗漱用品的.极少数需要洗漱用品需要收费的.具体还是需要看是那个酒店.	0	7
1	qid:1296677	日本酒店提供洗发液牙刷拖鞋吗？	洗漱用品都有毛巾自己带啦不卫生	0	7
1	qid:1296677	日本酒店提供洗发液牙刷拖鞋吗？	我住的提供，而且都是很不错得牌子	0	7
1	qid:1296677	日本酒店提供洗发液牙刷拖鞋吗？	有的，还蛮好的，不需要了	0	7
1	qid:1296677	日本酒店提供洗发液牙刷拖鞋吗？	提供一次性的牙刷牙膏	0	7
1	qid:1297868	请问下大家，日本地铁基本上都是几点最后一班啊	每条线路不相同，我刚搜了下札幌站到北海道大学的，末班南北线是晚上12点12分末班车。	0	7
1	qid:1297868	请问下大家，日本地铁基本上都是几点最后一班啊	每条线路都这么晚么？	0	7
1	qid:1297868	请问下大家，日本地铁基本上都是几点最后一班啊	日本地铁末班车时间石同，大约在12时至12：30分之间。	0	7
1	qid:1296154	请问，现在的日本天气冷吗	现在的日本还是挺冷的，东京大阪10度以下，北海道0度以下	0	8
1	qid:1296154	请问，现在的日本天气冷吗	现在日本带部分地区的天气还是在10度以下的，所以相对还是比较冷的，尤其是北海道，还是零下的。	0	7
1	qid:1296154	请问，现在的日本天气冷吗	屋里都是暖和的，外面不待时间长都还好	0	7
1	qid:1296154	请问，现在的日本天气冷吗	不冷，寒樱花已经开啦	0	7
1	qid:1296325	日本有买surface吗？价格怎么样	微软新出的好像有不到一万吧	0	6
1	qid:1295891	请问行程中可以有机会穿和服吗？看很多去日本的都有穿	应该没有的，去日本穿和服都是自由行，你这个是跟团的，大家众口难调，有的想穿有的不想穿，会耽误行程	1	7
1	qid:1296326	日本有买surface吗？价格怎么样？	日本的surface在刚出来的时候要比国内还贵，不过现在便宜下来了。	0	6
1	qid:1295980	日本签证需要哪些材料啊	我也是订的这个产品，材料很简单，我和我老婆2个人办的，提交了在职证明，身份证复印件，户口本复印件，结婚证复印件，护照，房产证，车辆行驶证，芝麻信用积分截屏，行程明细，酒店明细。。这些都是可以在电脑上操作好的，不用去银行拉工资单和存款证明。2个人就这么办出来了，只用了大概10天的时间就拿到了	0	8
1	qid:1297034	想去日本赏樱花有什么攻略求大神指点	一旦到了樱花季节，各个地点的樱花盛开的景点游客人数都是很多的，如果真的要说什么攻略的话，就要看你去哪里看樱花，了解这个地方的樱花节举行的时间，因为花期不同，每个地方都不一样的，比如大阪，樱花节就是3月28，东京就是3月27，名古屋也是3月27，而最北面的札幌，就要等到5月1日。虽说樱花节是这个时期，但是这个时期游客人数必然很多，你可以早一周或者晚一周，此时的樱花也没有凋谢，景色也不错。如果你觉得大阪东京人肯定很多的话，不如等到5月初去北海道，此时北海道的雪已经融化，不再是旅游旺季，但是樱花盛开，很多游客都会去大阪东京看樱花，而忽略了北海道的樱花，这个时候去北海道看樱花正好。	0	6
1	qid:1298033	去日本玩，有一天的自由行，在东京一天，请问这一天的时间怎么安排更好？	不知道行程里有没有银座，秋叶原之类的，没有的话可以自己去，早上去秋叶原感受动漫文化，中午去银座购物，傍晚去东京塔登塔	0	7
1	qid:1298033	去日本玩，有一天的自由行，在东京一天，请问这一天的时间怎么安排更好？	这些景点行程安排里有，除此之外，上哪去好呢？	0	6
1	qid:1299295	日本的签证是不是不好办？对于自己没有房子车子，存款，流水不多的人是不是去不了？	可以的，途牛有个简易材料的，只要是在上海或者北京工作的，有工作证明，很简单的，我就是这样的，现在就在日本玩呢	0	7
1	qid:1299295	日本的签证是不是不好办？对于自己没有房子车子，存款，流水不多的人是不是去不了？	你可以问途牛，看你相办哪一种～跟团的我觉得不难办	0	6
1	qid:1299295	日本的签证是不是不好办？对于自己没有房子车子，存款，流水不多的人是不是去不了？	如果你不能提供签证要求的财产证明就不要去日本这样的第一第二世界国家了，还是去穷一点的国家吧。去柬埔寨吧，不但不需要多少财产证明，而且可以像个很有钱的人一样。	0	6
1	qid:1296854	想在网上值机'日本航空的预定编号如何查询	你可以打电话问问日本航空上海办事处。	0	6
1	qid:1293771	日本和台湾，应该先选择哪个地方旅游？	台湾比较方便。吃的也都好吃主要是都讲的中文。我今年先选了台湾，明年再去日本。	1	9
1	qid:1293771	日本和台湾，应该先选择哪个地方旅游？	没去过日本，台湾非常好，但听说日本也不错，明年打算去日本看看	0	9
1	qid:1293771	日本和台湾，应该先选择哪个地方旅游？	台湾 语言无障碍 小吃也好吃 如果不会日语 去日本只能跟团 去台湾自由行 方便	0	9
1	qid:1293771	日本和台湾，应该先选择哪个地方旅游？	主要看经济，日本物价，尤其是吃的比台湾贵一倍不止	0	9
1	qid:1293771	日本和台湾，应该先选择哪个地方旅游？	台湾，因为台湾语言不用担心，且台湾也有些许日本文化。	0	9
1	qid:1296809	我想问问大家，如果现在去日本东京，要穿什么衣服去呢？	日本东京的气候相当于我国的济南徐州，现在去还挺冷的，穿羽绒服。	0	7
1	qid:1296809	我想问问大家，如果现在去日本东京，要穿什么衣服去呢？	现在去日本的话，东京大阪还是挺冷的，要穿羽绒服，北海道就更冷了，除了羽绒服还要出穿雪地靴，贴暖宝宝	0	7
1	qid:1297071	请问出签后是否要求3个月之内必须去一次日本，谢谢！	对的，三年多次签证下来，三个月内必须入境一次，而且首次入境必须为冲绳或东北三省，住宿一晚开住宿证明，回国后交由你办签证的旅行社提交使馆备案，你的三年签才会正式生效。	0	7
1	qid:1296714	准备12月份去日本看雪，有没有推荐的景点或者住宿，准备穷游	去日本看雪推荐北海道。北海道中部有山，所以西面容易频繁下雪。建议你提前一段时间关注天气，一般旭川和札幌、小樽冬季几乎每天或者隔天就下雪。但只要风不大就不会太冷。旭川和山上会比较冷，零下10度，主要是外面穿保暖，里面少穿点，不然在室内会很热。除了看雪，就是玩雪。每年11月份开始，北海道各地的滑雪场就开业的，这个时候你可以去尝试滑雪，玩雪，一边享受自然风光，一边还可以享受滑雪的乐趣。当然还有，北海道的TOMAMU度假村，可以乘坐缆车到达山顶，一路就可以一睹美丽的雪景风光，除了缆车，度假村也有很多娱乐设施，酒吧等一应具备，还可以和驯养的麋鹿合影，据说胡歌和霍建华都去过这个度假村呢！足见这个度假村的名气，所以要是过的话，一定要提前几个月预定啊。	0	8
1	qid:1296714	准备12月份去日本看雪，有没有推荐的景点或者住宿，准备穷游	看雪当然要去北海道，札幌大通公园，电视塔，北海道大学，巧克力工厂，登别地狱谷，函馆函馆山，旭川动物园都值得一去	0	7
1	qid:1296002	我先问我的飞机是北京飞东京的晚上八点半到那这个时间是北京时间八点半到？意思其实就是日本九点半？	如果北京时间830的话日本时间就是930	1	8
1	qid:1296002	我先问我的飞机是北京飞东京的晚上八点半到那这个时间是北京时间八点半到？意思其实就是日本九点半？	加我微信？18260038912	0	6
1	qid:1296002	我先问我的飞机是北京飞东京的晚上八点半到那这个时间是北京时间八点半到？意思其实就是日本九点半？	请问我定的飞机是四点的 那在东京那意思就是，五点呗	0	6
1	qid:1296252	去日本旅游打折机票托运可以多少公斤背包可以多少公斤	具体要看你买的哪个航空公司的机票，在机票上都会有说明关于托运额度的事情的，比如说春秋就分15公斤和25公斤，东航就是23公斤2件	0	6
1	qid:1296252	去日本旅游打折机票托运可以多少公斤背包可以多少公斤	我们是春秋航空，每人25公斤，包括手提行李	0	6
1	qid:1296252	去日本旅游打折机票托运可以多少公斤背包可以多少公斤	要看你买的是哪种打着机票，如果是春秋的话，分2个重量，一个是15公斤，一个是25公斤的，特价票是15公斤的。如果是其他国内航空公司的话，基本都是20公斤或者23公斤的。	0	6
1	qid:1296252	去日本旅游打折机票托运可以多少公斤背包可以多少公斤	跟途牛团走的，吉祥航空，23kg，两件	0	6
1	qid:1296252	去日本旅游打折机票托运可以多少公斤背包可以多少公斤	济州航空7C1104	0	6
1	qid:1296252	去日本旅游打折机票托运可以多少公斤背包可以多少公斤	看什么航空公司，还有买票时候的行李规定，打折的尤其关注，背包正常7KG，但是一般不做限制，不要太夸张就行	0	6
1	qid:1296252	去日本旅游打折机票托运可以多少公斤背包可以多少公斤	看航空公司，一般廉价航空要买重量的，如果有带的话20kg托运，7kg手提	0	6
1	qid:1296252	去日本旅游打折机票托运可以多少公斤背包可以多少公斤	我买的头等舱，可以托运64KG，两个行李，一个行李不超过32KG	0	6
1	qid:1296252	去日本旅游打折机票托运可以多少公斤背包可以多少公斤	和坐哪个航空公司的飞机有关，不太一样	0	6
1	qid:1296252	去日本旅游打折机票托运可以多少公斤背包可以多少公斤	两件，各23公斤，吉祥航空。春秋是一件	0	6
1	qid:1298005	我想问下去过东京大阪札幌三个地方的驴友们,我和闺蜜准备去这三个地方玩自由行,不跟团,因为是第一次去不知道该找哪家旅游公司签证有机票酒店包车那种的自由行,签证我想问下我每个月可能都会去日本,办哪种合适,就这三个地方的多次签.住民宿好还是酒店.还有就是日本治安好吗？	签证可以找途牛的，我就是在途牛办理的签证，把资料寄给途牛，途牛会有审核部门审核，没问题会递交领馆，有问题会让你补资料，我从递资料到拿到签证就10天的时间，办理的是3月单次。我比较喜欢住酒店，因为环境比较好，虽然也想体验民宿，不过觉得民宿的环境应该比酒店差一点吧，谁叫我是处女座，没办法。日本的治安很好的，这点可以放心。	1	7
1	qid:1298005	我想问下去过东京大阪札幌三个地方的驴友们,我和闺蜜准备去这三个地方玩自由行,不跟团,因为是第一次去不知道该找哪家旅游公司签证有机票酒店包车那种的自由行,签证我想问下我每个月可能都会去日本,办哪种合适,就这三个地方的多次签.住民宿好还是酒店.还有就是日本治安好吗？	日本的治安总体感觉还不错，朋友的钱包落在餐馆两次，想起来后返回寻找，还在座位上放着，没人拿	0	6
1	qid:1296429	我是一个无业无房无资产无车的人可以申请日本签证吗	意思是穷的啥也没有，只剩钱了，如果存款有足够多，应该也能办。	0	6
1	qid:1296429	我是一个无业无房无资产无车的人可以申请日本签证吗	三无人员是没法申请日本签证的	0	6
1	qid:1298322	3月23坐邮轮去日本，从出发准备的东西到下船有没有什么注意的事项，比如服装，吃饭，等等	护照要带的，随身换洗的衣物，少额的货币，信用卡（船上绑定，付服务费和自费项目），邮轮上吃饭，公共餐厅都是免费的，当然也有收费餐厅，要吃收费的话会从你的房卡绑定的信用卡里扣，服装的话，要穿风衣，船上风大，泳衣泳裤看你想不想船上游泳了，想游泳的话话带着。如果你想运动的话，运动装备也可以带好，船上有健身房	0	7
